id_ubigeo_prueba,Serológica,Antígena,Quimioluminiscencia
151008,787,177,0
151009,353,55,0
151010,51,26,0
151011,222,85,0
151012,114,8,0
151013,23,34,0
151014,173,55,0
151015,220,31,0
151016,159,97,0
151017,24,35,0
151018,228,127,0
151019,42,26,0
151020,178,36,0
151021,79,27,0
151022,100,52,0
151023,222,22,0
151024,70,83,0
151025,225,54,0
151026,11,3,0
151027,19,4,0
151028,155,29,0
151029,27,9,0
151030,407,209,0
151031,97,11,0
151032,358,111,1
151033,92,10,0
160101,61960,49714,94
160102,579,75,0
160103,1366,415,0
160104,3938,1528,0
160105,1582,443,0
160106,4019,1321,1
160107,8506,1379,7
160108,16361,9663,29
160110,2238,189,0
160112,11370,7023,3
160113,21630,12750,21
160201,22044,11247,33
160202,1214,222,0
160205,356,210,0
160206,889,95,1
160210,204,47,0
160211,348,87,0
160301,10852,5973,3
160302,570,54,0
160303,2157,248,1
160304,2523,1799,0
160305,675,96,1
160401,5179,2165,2
160402,1550,624,1
160403,2329,918,0
160404,1311,677,1
160501,3617,2195,0
160502,103,46,0
160503,102,9,0
160504,583,158,0
160505,1410,306,0
160506,1316,2982,0
160507,210,38,1
160508,67,24,0
160509,20,8,0
160510,1263,559,0
160511,755,33,0
160601,2749,618,0
160602,42,9,0
160603,246,28,0
160604,58,16,0
160605,705,141,0
160606,258,44,0
160701,8039,1417,0
160702,551,15,0
160703,2625,1105,1
160704,1258,276,0
160705,1862,79,0
160706,3969,147,1
160801,4338,491,0
160802,211,14,0
160803,429,37,0
160804,535,48,0
170101,62127,14739,57
170102,6886,1359,10
170103,4330,944,9
170104,1838,340,0
170201,2190,576,1
170202,523,24,0
170203,3026,274,1
170204,3886,455,0
170301,2478,499,3
170302,8693,1077,3
170303,998,148,1
180101,127186,38237,1383
180102,4380,828,12
180103,1220,232,3
180104,10943,3006,88
180105,2267,476,3
180106,12764,9485,1549
180201,5245,1965,22
180202,299,77,0
180203,1217,246,8
180204,2007,882,3
180205,392,185,4
180206,382,90,2
180207,73,27,3
180208,2039,882,16
180209,254,47,0
180210,760,252,7
180211,394,96,2
180301,116413,55026,1954
180302,1839,958,20
180303,5230,3658,296
190101,28549,44634,270
190102,765,788,7
190103,5540,6500,35
190104,5989,12228,377
190105,1377,2078,30
190106,695,1260,10
190107,4012,2764,36
190108,3958,12194,5
190109,8799,15321,75
190110,2429,5486,19
190111,22000,41257,60
190112,2261,1850,12
190113,24975,42079,187
190201,7877,4550,69
190202,408,348,0
190203,208,174,4
190204,310,226,24
190205,425,411,1
190206,1676,1788,24
190207,621,350,2
190208,246,296,2
190301,11111,4923,11
190302,2523,1023,7
190303,1788,1268,3
190304,3818,847,16
190305,620,694,0
190306,18529,5499,64
190307,9266,5377,5
190308,2895,1065,1
200101,146824,106536,490
200104,63968,40746,179
200105,18340,10659,42
200107,1679,1396,8
200108,386,169,1
200109,3943,3238,14
200110,6808,5306,11
200111,3279,2621,5
200114,8252,5425,9
200115,35397,22406,35
200201,5284,1681,4
200202,636,553,0
200203,397,197,2
200204,119,290,0
200205,485,937,1
200206,1258,547,3
200207,973,617,0
200208,844,972,0
200209,61,82,0
200210,2020,2153,4
200301,2347,1572,3
200302,967,761,0
200303,91,133,0
200304,1542,692,5
200305,192,1078,1
200306,1296,634,0
200307,72,78,0
200308,162,161,0
200401,13359,5820,13
200402,725,923,0
200403,937,254,1
200404,1294,636,1
200405,3082,2081,3
200406,1109,358,1
200407,330,427,1
200408,278,171,8
200409,538,521,0
200410,825,292,0
200501,33907,22210,34
200502,531,223,0
200503,552,198,0
200504,5327,2671,3
200505,2997,1919,7
200506,875,713,0
200507,1061,1503,3
200601,57983,31813,304
200602,8841,4956,36
200603,3940,2736,17
200604,1772,1447,2
200605,4883,3331,27
200606,1818,1195,2
200607,3972,3579,26
200608,1461,1281,2
200701,100983,60032,1587
200702,3729,3863,66
200703,8621,4746,93
200704,691,216,0
200705,2115,1958,17
200706,2545,2413,16
200801,16374,16541,19
200802,854,972,0
200803,1679,1846,0
200804,514,708,2
200805,4466,2536,2
200806,466,946,1
210101,93659,43993,1650
210102,3535,2014,41
210103,2243,166,2
210104,727,513,18
210105,1395,898,19
210106,1014,496,15
210107,1334,586,73
210108,369,199,9
210109,1552,993,18
210110,621,361,5
210111,1575,778,9
210112,986,534,11
210113,464,165,2
210114,242,85,2
210115,327,280,6
210201,10104,6151,177
210202,241,131,16
210203,964,555,17
210204,2265,1454,52
210205,439,195,3
210206,846,382,14
210207,626,611,10
210208,1348,337,86
210209,484,271,5
210210,2082,935,12
210211,2724,813,133
210212,559,315,36
210213,245,58,4
210214,337,126,18
210215,234,102,11
210301,6356,5693,38
210302,1672,273,113
210303,1084,403,3
210304,858,329,26
210305,582,1019,0
210306,1114,527,20
210307,564,179,0
210308,1183,572,2
210309,3669,2373,49
210310,304,149,9
210401,3440,3577,25
210402,1935,2230,22
210403,364,420,9
210404,364,215,0
210405,227,59,1
210406,990,909,13
210407,902,985,8
210501,8657,4640,107
210502,351,43,2
210503,460,380,6
210504,585,273,10
210505,154,141,5
210601,4331,2241,49
210602,401,580,7
210603,483,156,6
210604,452,74,14
210605,544,264,5
210606,424,266,7
210607,1661,711,18
210608,693,526,12
210701,3837,2502,48
210702,1223,1393,35
210703,217,86,3
210704,326,92,3
210705,1026,421,38
210706,500,367,3
210707,347,248,5
210708,585,433,18
210709,2269,2715,22
210710,254,134,4
210801,7967,4915,126
210802,45347,3374,2767
210803,157,83,2
210804,477,401,4
210805,573,335,14
210806,1570,626,24
210807,563,456,9
210808,581,538,9
210809,228,210,7
210901,1666,677,33
210902,322,149,2
210903,289,83,2
210904,149,186,1
211001,3515,2044,179
211002,3705,1683,275
211003,139,34,3
211004,682,240,55
211005,119,35,2
211101,129520,57645,3451
211102,1023,653,21
211103,1982,1662,20
211104,1708,533,17
211105,5228,2332,124
211201,2805,1349,39
211202,535,249,24
211203,160,98,1
211204,436,86,0
211205,428,215,4
211206,324,382,27
211207,409,278,3
211208,89,102,0
211209,468,255,1
211210,538,319,4
211301,3798,3448,386
211302,421,59,4
211303,151,361,25
211304,123,177,1
211305,123,337,6
211306,163,45,3
211307,250,85,5
220101,42369,13824,115
220102,1178,415,8
220103,362,125,1
220104,1720,399,4
220105,3388,1248,6
220106,637,184,4
220201,4759,2652,1
220202,622,130,0
220203,914,250,0
220204,129,53,0
220205,463,216,0
220206,403,192,0
220301,6291,1836,8
220302,392,51,0
220303,2147,181,2
220304,1098,98,1
220305,284,20,0
220401,8424,2851,2
220402,400,124,2
220403,285,56,0
220404,401,209,0
220405,622,173,1
220406,201,41,0
220501,3456,1854,11
220502,597,187,0
220503,1358,474,1
220504,2072,874,3
220505,501,182,0
220506,404,161,0
220507,449,107,0
220508,460,124,1
220509,277,230,0
220510,1214,504,1
220511,528,105,3
220601,8742,5810,7
220602,577,171,1
220603,659,145,5
220604,173,56,0
220605,268,85,0
220701,3921,1551,0
220702,527,166,0
220703,528,145,0
220704,325,37,0
220705,659,226,1
220706,111,26,0
220707,630,244,0
220708,602,172,0
220709,817,195,0
220710,329,149,0
220801,17919,7896,502
220802,1380,719,4
220803,3307,2057,274
220804,5648,2922,67
220805,3048,1271,3
220806,323,149,2
220807,438,415,0
220808,1039,385,2
220809,1058,492,5
220901,40468,20136,308
220902,229,52,0
220903,621,308,3
220904,2199,131,0
220905,230,12,0
220906,372,29,0
220907,210,35,0
220908,1037,263,2
220909,11716,6013,39
220910,10196,5660,31
220911,440,63,1
220912,427,123,0
220913,2078,205,2
220914,569,106,1
221001,10932,4065,14
221002,2114,555,2
221003,2200,354,0
221004,290,80,0
221005,9600,2491,17
230101,132170,58737,894
230102,24469,7597,141
230103,1892,775,7
230104,21367,8159,104
230105,1055,371,12
230106,1352,312,11
230107,2283,192,60
230108,13518,4210,77
230109,1359,554,8
230110,54617,20326,332
230111,2978,1415,9
230201,1018,330,0
230202,278,46,1
230203,263,164,0
230204,211,35,0
230205,154,58,0
230206,441,227,2
230301,3493,1599,20
230302,14524,12223,482
230303,3071,710,6
230401,2078,661,7
230402,164,65,0
230403,63,21,0
230404,19,10,0
230405,26,36,1
230406,101,22,2
230407,99,27,0
230408,189,52,0
240101,49444,28895,97
240102,5145,4379,7
240103,1917,1458,2
240104,1206,1369,4
240105,1422,735,1
240106,853,1267,3
240201,2643,2016,4
240202,188,95,0
240203,732,420,2
240301,6382,3916,13
240302,2622,1688,2
240303,249,283,0
240304,1108,311,0
250101,67613,32475,65
250102,3106,1009,0
250103,1686,148,0
250104,2972,248,1
250105,27586,15104,17
250106,1627,381,0
250107,18374,6643,4
250201,9429,1455,1
250202,1683,168,0
250203,1052,137,0
250204,1469,49,0
250301,10254,3840,6
250302,2077,750,0
250303,1186,448,0
250304,1593,397,0
250305,477,161,1
250401,2584,160,0
050513,3,2,0
160109,104,26,0
160114,20,4,0
